Id	Scope	Ref_Name
ruc	I	Ruuli
rue	I	Rusyn
ruf	I	Luguru
rug	I	Roviana
ruh	I	Ruga
rui	I	Rufiji
ruk	I	Che
run	I	Rundi
ruo	I	Istro Romanian
rup	I	Macedo-Romanian
ruq	I	Megleno Romanian
rus	I	Russian
rut	I	Rutul
ruu	I	Lanas Lobu
ruy	I	Mala (Nigeria)
ruz	I	Ruma
rwa	I	Rawo
rwk	I	Rwa
rwl	I	Ruwila
rwm	I	Amba (Uganda)
rwo	I	Rawa
rwr	I	Marwari (India)
rxd	I	Ngardi
rxw	I	Karuwali
ryn	I	Northern Amami-Oshima
rys	I	Yaeyama
ryu	I	Central Okinawan
rzh	I	Rāziḥī
saa	I	Saba
sab	I	Buglere
sac	I	Meskwaki
sad	I	Sandawe
sae	I	Sabanê
saf	I	Safaliba
sag	I	Sango
sah	I	Yakut
saj	I	Sahu
sak	I	Sake
sam	I	Samaritan Aramaic
san	M	Sanskrit
sao	I	Sause
saq	I	Samburu
sar	I	Saraveca
sas	I	Sasak
sat	I	Santali
sau	I	Saleman
sav	I	Saafi-Saafi
saw	I	Sawi
sax	I	Sa
say	I	Saya
saz	I	Saurashtra
sba	I	Ngambay
sbb	I	Simbo
sbc	I	Kele (Papua New Guinea)
sbd	I	Southern Samo
sbe	I	Saliba
sbf	I	Chabu
sbg	I	Seget
sbh	I	Sori-Harengan
sbi	I	Seti
sbj	I	Surbakhal
sbk	I	Safwa
sbl	I	Botolan Sambal
sbm	I	Sagala
sbn	I	Sindhi Bhil
sbo	I	Sabüm
sbp	I	Sangu (Tanzania)
sbq	I	Sileibi
sbr	I	Sembakung Murut
sbs	I	Subiya
sbt	I	Kimki
sbu	I	Stod Bhoti
sbv	I	Sabine
sbw	I	Simba
sbx	I	Seberuang
sby	I	Soli
sbz	I	Sara Kaba
scb	I	Chut
sce	I	Dongxiang
scf	I	San Miguel Creole French
scg	I	Sanggau
sch	I	Sakachep
sci	I	Sri Lankan Creole Malay
sck	I	Sadri
scl	I	Shina
scn	I	Sicilian
sco	I	Scots
scp	I	Hyolmo
scq	I	Sa'och
scs	I	North Slavey
sct	I	Southern Katang
scu	I	Shumcho
scv	I	Sheni
scw	I	Sha
scx	I	Sicel
sda	I	Toraja-Sa'dan
sdb	I	Shabak
sdc	I	Sassarese Sardinian
sde	I	Surubu
sdf	I	Sarli
sdg	I	Savi
sdh	I	Southern Kurdish
sdj	I	Suundi
sdk	I	Sos Kundi
sdl	I	Saudi Arabian Sign Language
sdn	I	Gallurese Sardinian
sdo	I	Bukar-Sadung Bidayuh
sdp	I	Sherdukpen
sdq	I	Semandang
sdr	I	Oraon Sadri
sds	I	Sened
sdt	I	Shuadit
sdu	I	Sarudu
sdx	I	Sibu Melanau
sdz	I	Sallands
sea	I	Semai
seb	I	Shempire Senoufo
sec	I	Sechelt
sed	I	Sedang
see	I	Seneca
sef	I	Cebaara Senoufo
seg	I	Segeju
seh	I	Sena
sei	I	Seri
sej	I	Sene
sek	I	Sekani
sel	I	Selkup
sen	I	Nanerigé Sénoufo
seo	I	Suarmin
sep	I	Sìcìté Sénoufo
seq	I	Senara Sénoufo
ser	I	Serrano
ses	I	Koyraboro Senni Songhai
set	I	Sentani
seu	I	Serui-Laut
sev	I	Nyarafolo Senoufo
sew	I	Sewa Bay
sey	I	Secoya
sez	I	Senthang Chin
sfb	I	Langue des signes de Belgique Francophone
sfe	I	Eastern Subanen
sfm	I	Small Flowery Miao
sfs	I	South African Sign Language
sfw	I	Sehwi
sga	I	Old Irish (to 900)
sgb	I	Mag-antsi Ayta
sgc	I	Kipsigis
sgd	I	Surigaonon
sge	I	Segai
sgg	I	Swiss-German Sign Language
sgh	I	Shughni
sgi	I	Suga
sgj	I	Surgujia
sgk	I	Sangkong
sgm	I	Singa
sgp	I	Singpho
sgr	I	Sangisari
sgs	I	Samogitian
sgt	I	Brokpake
sgu	I	Salas
sgw	I	Sebat Bet Gurage
sgx	I	Sierra Leone Sign Language
sgy	I	Sanglechi
sgz	I	Sursurunga
sha	I	Shall-Zwall
shb	I	Ninam
shc	I	Sonde
shd	I	Kundal Shahi
she	I	Sheko
shg	I	Shua
shh	I	Shoshoni
shi	I	Tachelhit
shj	I	Shatt
shk	I	Shilluk
shl	I	Shendu
shm	I	Shahrudi
shn	I	Shan
sho	I	Shanga
shp	I	Shipibo-Conibo
shq	I	Sala
shr	I	Shi
shs	I	Shuswap
sht	I	Shasta
shu	I	Chadian Arabic
shv	I	Shehri
shw	I	Shwai
shx	I	She
shy	I	Tachawit
shz	I	Syenara Senoufo
sia	I	Akkala Sami
sib	I	Sebop
sid	I	Sidamo
sie	I	Simaa
sif	I	Siamou
sig	I	Paasaal
sih	I	Zire
sii	I	Shom Peng
sij	I	Numbami
sik	I	Sikiana
sil	I	Tumulung Sisaala
sim	I	Mende (Papua New Guinea)
sin	I	Sinhala
sip	I	Sikkimese
siq	I	Sonia
sir	I	Siri
sis	I	Siuslaw
siu	I	Sinagen
siv	I	Sumariup
siw	I	Siwai
six	I	Sumau
siy	I	Sivandi
siz	I	Siwi
sja	I	Epena
sjb	I	Sajau Basap
sjc	I	Shaojiang Chinese
sjd	I	Kildin Sami
sje	I	Pite Sami
sjg	I	Assangori
sjk	I	Kemi Sami
sjl	I	Sajalong
sjm	I	Mapun
sjn	I	Sindarin
sjo	I	Xibe
sjp	I	Surjapuri
sjr	I	Siar-Lak
sjs	I	Senhaja De Srair
sjt	I	Ter Sami
sju	I	Ume Sami
sjw	I	Shawnee
ska	I	Skagit
skb	I	Saek
skc	I	Ma Manda
skd	I	Southern Sierra Miwok
ske	I	Seke (Vanuatu)
skf	I	Sakirabiá
skg	I	Sakalava Malagasy
skh	I	Sikule
ski	I	Sika
skj	I	Seke (Nepal)
skm	I	Kutong
skn	I	Kolibugan Subanon
sko	I	Seko Tengah
skp	I	Sekapan
skq	I	Sininkere
skr	I	Saraiki
sks	I	Maia
skt	I	Sakata
sku	I	Sakao
skv	I	Skou
skw	I	Skepi Creole Dutch
skx	I	Seko Padang
sky	I	Sikaiana
skz	I	Sekar
slc	I	Sáliba
sld	I	Sissala
sle	I	Sholaga
slf	I	Swiss-Italian Sign Language
slg	I	Selungai Murut
slh	I	Southern Puget Sound Salish
sli	I	Lower Silesian
slj	I	Salumá
slk	I	Slovak
sll	I	Salt-Yui
slm	I	Pangutaran Sama
sln	I	Salinan
slp	I	Lamaholot
slr	I	Salar
sls	I	Singapore Sign Language
slt	I	Sila
slu	I	Selaru
slv	I	Slovenian
slw	I	Sialum
slx	I	Salampasu
sly	I	Selayar
slz	I	Ma'ya
sma	I	Southern Sami
smb	I	Simbari
smc	I	Som
sme	I	Northern Sami
smf	I	Auwe
smg	I	Simbali
smh	I	Samei
smj	I	Lule Sami
smk	I	Bolinao
sml	I	Central Sama
smm	I	Musasa
smn	I	Inari Sami
smo	I	Samoan
smp	I	Samaritan
smq	I	Samo
smr	I	Simeulue
sms	I	Skolt Sami
smt	I	Simte
smu	I	Somray
smv	I	Samvedi
smw	I	Sumbawa
smx	I	Samba
smy	I	Semnani
smz	I	Simeku
sna	I	Shona
snc	I	Sinaugoro
snd	I	Sindhi
sne	I	Bau Bidayuh
snf	I	Noon
sng	I	Sanga (Democratic Republic of Congo)
sni	I	Sensi
snj	I	Riverain Sango
snk	I	Soninke
snl	I	Sangil
snm	I	Southern Ma'di
snn	I	Siona
sno	I	Snohomish
snp	I	Siane
snq	I	Sangu (Gabon)
snr	I	Sihan
sns	I	South West Bay
snu	I	Senggi
snv	I	Sa'ban
snw	I	Selee
snx	I	Sam
sny	I	Saniyo-Hiyewe
snz	I	Kou
soa	I	Thai Song
sob	I	Sobei
soc	I	So (Democratic Republic of Congo)
sod	I	Songoora
soe	I	Songomeno
sog	I	Sogdian
soh	I	Aka
soi	I	Sonha
soj	I	Soi
sok	I	Sokoro
sol	I	Solos
som	I	Somali
soo	I	Songo
sop	I	Songe
soq	I	Kanasi
sor	I	Somrai
sos	I	Seeku
sot	I	Southern Sotho
sou	I	Southern Thai
sov	I	Sonsorol
sow	I	Sowanda
sox	I	Swo
soy	I	Miyobe
soz	I	Temi
spa	I	Spanish
spb	I	Sepa (Indonesia)
spc	I	Sapé
spd	I	Saep
spe	I	Sepa (Papua New Guinea)
spg	I	Sian
spi	I	Saponi
spk	I	Sengo
spl	I	Selepet
spm	I	Akukem
spn	I	Sanapaná
spo	I	Spokane
spp	I	Supyire Senoufo
spq	I	Loreto-Ucayali Spanish
spr	I	Saparua
sps	I	Saposa
spt	I	Spiti Bhoti
spu	I	Sapuan
spv	I	Sambalpuri
spx	I	South Picene
spy	I	Sabaot
sqa	I	Shama-Sambuga
sqh	I	Shau
sqi	M	Albanian
sqk	I	Albanian Sign Language
sqm	I	Suma
sqn	I	Susquehannock
sqo	I	Sorkhei
sqq	I	Sou
sqr	I	Siculo Arabic
sqs	I	Sri Lankan Sign Language
sqt	I	Soqotri
squ	I	Squamish
sqx	I	Kufr Qassem Sign Language (KQSL)
sra	I	Saruga
srb	I	Sora
src	I	Logudorese Sardinian
srd	M	Sardinian
sre	I	Sara
srf	I	Nafi
srg	I	Sulod
srh	I	Sarikoli
sri	I	Siriano
srk	I	Serudung Murut
srl	I	Isirawa
srm	I	Saramaccan
srn	I	Sranan Tongo
sro	I	Campidanese Sardinian
srp	I	Serbian
srq	I	Sirionó
srr	I	Serer
srs	I	Sarsi
srt	I	Sauri
sru	I	Suruí
srv	I	Southern Sorsoganon
srw	I	Serua
srx	I	Sirmauri
sry	I	Sera
srz	I	Shahmirzadi
ssb	I	Southern Sama
ssc	I	Suba-Simbiti
ssd	I	Siroi
sse	I	Balangingi
ssf	I	Thao
ssg	I	Seimat
ssh	I	Shihhi Arabic
ssi	I	Sansi
ssj	I	Sausi
ssk	I	Sunam
ssl	I	Western Sisaala
ssm	I	Semnam
ssn	I	Waata
sso	I	Sissano
ssp	I	Spanish Sign Language
ssq	I	So'a
ssr	I	Swiss-French Sign Language
sss	I	Sô
sst	I	Sinasina
ssu	I	Susuami
ssv	I	Shark Bay
ssw	I	Swati
ssx	I	Samberigi
ssy	I	Saho
ssz	I	Sengseng
sta	I	Settla
stb	I	Northern Subanen
std	I	Sentinel
ste	I	Liana-Seti
stf	I	Seta
stg	I	Trieng
sth	I	Shelta
sti	I	Bulo Stieng
stj	I	Matya Samo
stk	I	Arammba
stl	I	Stellingwerfs
stm	I	Setaman
stn	I	Owa
sto	I	Stoney
stp	I	Southeastern Tepehuan
stq	I	Saterfriesisch
str	I	Straits Salish
sts	I	Shumashti
stt	I	Budeh Stieng
stu	I	Samtao
stv	I	Silt'e
stw	I	Satawalese
sty	I	Siberian Tatar
sua	I	Sulka
sub	I	Suku
suc	I	Western Subanon
sue	I	Suena
sug	I	Suganga
sui	I	Suki
suj	I	Shubi
suk	I	Sukuma
sun	I	Sundanese
suo	I	Bouni
suq	I	Tirmaga-Chai Suri
sur	I	Mwaghavul
sus	I	Susu
sut	I	Subtiaba
suv	I	Puroik
suw	I	Sumbwa
sux	I	Sumerian
suy	I	Suyá
suz	I	Sunwar
sva	I	Svan
svb	I	Ulau-Suain
svc	I	Vincentian Creole English
sve	I	Serili
svk	I	Slovakian Sign Language
svm	I	Slavomolisano
svs	I	Savosavo
svx	I	Skalvian
swa	M	Swahili (macrolanguage)
swb	I	Maore Comorian
swc	I	Congo Swahili
swe	I	Swedish
swf	I	Sere
swg	I	Swabian
swh	I	Swahili (individual language)
swi	I	Sui
swj	I	Sira
swk	I	Malawi Sena
swl	I	Swedish Sign Language
swm	I	Samosa
swn	I	Sawknah
swo	I	Shanenawa
swp	I	Suau
swq	I	Sharwa
swr	I	Saweru
sws	I	Seluwasan
swt	I	Sawila
swu	I	Suwawa
swv	I	Shekhawati
sww	I	Sowa
swx	I	Suruahá
swy	I	Sarua
sxb	I	Suba
sxc	I	Sicanian
sxe	I	Sighu
sxg	I	Shuhi
sxk	I	Southern Kalapuya
sxl	I	Selian
sxm	I	Samre
sxn	I	Sangir
sxo	I	Sorothaptic
sxr	I	Saaroa
sxs	I	Sasaru
sxu	I	Upper Saxon
sxw	I	Saxwe Gbe
sya	I	Siang
syb	I	Central Subanen
syc	I	Classical Syriac
syi	I	Seki
syk	I	Sukur
syl	I	Sylheti
sym	I	Maya Samo
syn	I	Senaya
syo	I	Suoy
syr	M	Syriac
sys	I	Sinyar
syw	I	Kagate
syx	I	Samay
syy	I	Al-Sayyid Bedouin Sign Language
sza	I	Semelai
szb	I	Ngalum
szc	I	Semaq Beri
sze	I	Seze
szg	I	Sengele
szl	I	Silesian
szn	I	Sula
szp	I	Suabo
szs	I	Solomon Islands Sign Language
szv	I	Isu (Fako Division)
szw	I	Sawai
szy	I	Sakizaya
taa	I	Lower Tanana
tab	I	Tabassaran
tac	I	Lowland Tarahumara
tad	I	Tause
tae	I	Tariana
taf	I	Tapirapé
tag	I	Tagoi
tah	I	Tahitian
taj	I	Eastern Tamang
tak	I	Tala
tal	I	Tal
tam	I	Tamil
tan	I	Tangale
tao	I	Yami
tap	I	Taabwa
taq	I	Tamasheq
tar	I	Central Tarahumara
tas	I	Tay Boi
tat	I	Tatar
tau	I	Upper Tanana
tav	I	Tatuyo
taw	I	Tai
tax	I	Tamki
tay	I	Atayal
taz	I	Tocho
tba	I	Aikanã
tbc	I	Takia
tbd	I	Kaki Ae
tbe	I	Tanimbili
tbf	I	Mandara
tbg	I	North Tairora
tbh	I	Dharawal
tbi	I	Gaam
tbj	I	Tiang
tbk	I	Calamian Tagbanwa
tbl	I	Tboli
tbm	I	Tagbu
tbn	I	Barro Negro Tunebo
tbo	I	Tawala
tbp	I	Taworta
tbr	I	Tumtum
tbs	I	Tanguat
tbt	I	Tembo (Kitembo)
tbu	I	Tubar
tbv	I	Tobo
tbw	I	Tagbanwa
tbx	I	Kapin
tby	I	Tabaru
tbz	I	Ditammari
tca	I	Ticuna
tcb	I	Tanacross
tcc	I	Datooga
tcd	I	Tafi
tce	I	Southern Tutchone
tcf	I	Malinaltepec Me'phaa
tcg	I	Tamagario
tch	I	Turks And Caicos Creole English
tci	I	Wára
tck	I	Tchitchege
tcl	I	Taman (Myanmar)
tcm	I	Tanahmerah
tcn	I	Tichurong
tco	I	Taungyo
tcp	I	Tawr Chin
tcq	I	Kaiy
tcs	I	Torres Strait Creole
tct	I	T'en
tcu	I	Southeastern Tarahumara
tcw	I	Tecpatlán Totonac
tcx	I	Toda
tcy	I	Tulu
tcz	I	Thado Chin
tda	I	Tagdal
tdb	I	Panchpargania
tdc	I	Emberá-Tadó
tdd	I	Tai Nüa
tde	I	Tiranige Diga Dogon
tdf	I	Talieng
tdg	I	Western Tamang
tdh	I	Thulung
tdi	I	Tomadino
tdj	I	Tajio
tdk	I	Tambas
tdl	I	Sur
tdm	I	Taruma
tdn	I	Tondano
tdo	I	Teme
tdq	I	Tita
tdr	I	Todrah
tds	I	Doutai
tdt	I	Tetun Dili
tdv	I	Toro
tdx	I	Tandroy-Mahafaly Malagasy
tdy	I	Tadyawan
tea	I	Temiar
teb	I	Tetete
tec	I	Terik
ted	I	Tepo Krumen
tee	I	Huehuetla Tepehua
tef	I	Teressa
teg	I	Teke-Tege
teh	I	Tehuelche
tei	I	Torricelli
tek	I	Ibali Teke
tel	I	Telugu
tem	I	Timne
ten	I	Tama (Colombia)
teo	I	Teso
tep	I	Tepecano
teq	I	Temein
ter	I	Tereno
tes	I	Tengger
tet	I	Tetum
teu	I	Soo
tev	I	Teor
tew	I	Tewa (USA)
tex	I	Tennet
tey	I	Tulishi
tez	I	Tetserret
tfi	I	Tofin Gbe
tfn	I	Tanaina
tfo	I	Tefaro
tfr	I	Teribe
tft	I	Ternate
tga	I	Sagalla
tgb	I	Tobilung
tgc	I	Tigak
tgd	I	Ciwogai
tge	I	Eastern Gorkha Tamang
tgf	I	Chalikha
tgh	I	Tobagonian Creole English
tgi	I	Lawunuia
tgj	I	Tagin
tgk	I	Tajik
tgl	I	Tagalog
tgn	I	Tandaganon
tgo	I	Sudest
tgp	I	Tangoa
tgq	I	Tring
tgr	I	Tareng
tgs	I	Nume
tgt	I	Central Tagbanwa
tgu	I	Tanggu
tgv	I	Tingui-Boto
tgw	I	Tagwana Senoufo
tgx	I	Tagish
tgy	I	Togoyo
tgz	I	Tagalaka
tha	I	Thai
thd	I	Kuuk Thaayorre
the	I	Chitwania Tharu
thf	I	Thangmi
thh	I	Northern Tarahumara
thi	I	Tai Long
thk	I	Tharaka
thl	I	Dangaura Tharu
thm	I	Aheu
thn	I	Thachanadan
thp	I	Thompson
thq	I	Kochila Tharu
thr	I	Rana Tharu
ths	I	Thakali
tht	I	Tahltan
thu	I	Thuri
thv	I	Tahaggart Tamahaq
thy	I	Tha
thz	I	Tayart Tamajeq
tia	I	Tidikelt Tamazight
tic	I	Tira
tif	I	Tifal
tig	I	Tigre
tih	I	Timugon Murut
tii	I	Tiene
tij	I	Tilung
tik	I	Tikar
til	I	Tillamook
tim	I	Timbe
tin	I	Tindi
tio	I	Teop
tip	I	Trimuris
tiq	I	Tiéfo
tir	I	Tigrinya
tis	I	Masadiit Itneg
tit	I	Tinigua
tiu	I	Adasen
tiv	I	Tiv
tiw	I	Tiwi
tix	I	Southern Tiwa
tiy	I	Tiruray
tiz	I	Tai Hongjin
tja	I	Tajuasohn
tjg	I	Tunjung
tji	I	Northern Tujia
tjj	I	Tjungundji
tjl	I	Tai Laing
tjm	I	Timucua
tjn	I	Tonjon
tjo	I	Temacine Tamazight
tjp	I	Tjupany
tjs	I	Southern Tujia
tju	I	Tjurruru
tjw	I	Djabwurrung
tka	I	Truká
tkb	I	Buksa
tkd	I	Tukudede
tke	I	Takwane
tkf	I	Tukumanféd
tkg	I	Tesaka Malagasy
tkl	I	Tokelau
tkm	I	Takelma
tkn	I	Toku-No-Shima
tkp	I	Tikopia
tkq	I	Tee
tkr	I	Tsakhur
tks	I	Takestani
tkt	I	Kathoriya Tharu
tku	I	Upper Necaxa Totonac
tkv	I	Mur Pano
tkw	I	Teanu
tkx	I	Tangko
tkz	I	Takua
tla	I	Southwestern Tepehuan
tlb	I	Tobelo
tlc	I	Yecuatla Totonac
tld	I	Talaud
tlf	I	Telefol
tlg	I	Tofanma
tlh	I	Klingon
tli	I	Tlingit
tlj	I	Talinga-Bwisi
tlk	I	Taloki
tll	I	Tetela
tlm	I	Tolomako
tln	I	Talondo'
tlo	I	Talodi
tlp	I	Filomena Mata-Coahuitlán Totonac
tlq	I	Tai Loi
tlr	I	Talise
tls	I	Tambotalo
tlt	I	Sou Nama
tlu	I	Tulehu
tlv	I	Taliabu
tlx	I	Khehek
tly	I	Talysh
tma	I	Tama (Chad)
tmb	I	Katbol
tmc	I	Tumak
tmd	I	Haruai
tme	I	Tremembé
tmf	I	Toba-Maskoy
tmg	I	Ternateño
tmh	M	Tamashek
tmi	I	Tutuba
tmj	I	Samarokena
tml	I	Tamnim Citak
tmm	I	Tai Thanh
tmn	I	Taman (Indonesia)
tmo	I	Temoq
tmq	I	Tumleo
tmr	I	Jewish Babylonian Aramaic (ca. 200-1200 CE)
tms	I	Tima
tmt	I	Tasmate
tmu	I	Iau
tmv	I	Tembo (Motembo)
tmw	I	Temuan
tmy	I	Tami
tmz	I	Tamanaku
tna	I	Tacana
tnb	I	Western Tunebo
tnc	I	Tanimuca-Retuarã
tnd	I	Angosturas Tunebo
tng	I	Tobanga
tnh	I	Maiani
tni	I	Tandia
tnk	I	Kwamera
tnl	I	Lenakel
tnm	I	Tabla
tnn	I	North Tanna
tno	I	Toromono
tnp	I	Whitesands
tnq	I	Taino
tnr	I	Ménik
tns	I	Tenis
tnt	I	Tontemboan
tnu	I	Tay Khang
tnv	I	Tangchangya
tnw	I	Tonsawang
tnx	I	Tanema
tny	I	Tongwe
tnz	I	Ten'edn
tob	I	Toba
toc	I	Coyutla Totonac
tod	I	Toma
tof	I	Gizrra
tog	I	Tonga (Nyasa)
toh	I	Gitonga
toi	I	Tonga (Zambia)
toj	I	Tojolabal
tok	I	Toki Pona
tol	I	Tolowa
tom	I	Tombulu
ton	I	Tonga (Tonga Islands)
too	I	Xicotepec De Juárez Totonac
top	I	Papantla Totonac
toq	I	Toposa
tor	I	Togbo-Vara Banda
tos	I	Highland Totonac
tou	I	Tho
tov	I	Upper Taromi
tow	I	Jemez
tox	I	Tobian
toy	I	Topoiyo
toz	I	To
tpa	I	Taupota
tpc	I	Azoyú Me'phaa
tpe	I	Tippera
tpf	I	Tarpia
tpg	I	Kula
tpi	I	Tok Pisin
tpj	I	Tapieté
tpk	I	Tupinikin
tpl	I	Tlacoapa Me'phaa
tpm	I	Tampulma
tpn	I	Tupinambá
tpo	I	Tai Pao
tpp	I	Pisaflores Tepehua
tpq	I	Tukpa
tpr	I	Tuparí
tpt	I	Tlachichilco Tepehua
tpu	I	Tampuan
tpv	I	Tanapag
tpx	I	Acatepec Me'phaa
tpy	I	Trumai
tpz	I	Tinputz
tqb	I	Tembé
tql	I	Lehali
tqm	I	Turumsa
tqn	I	Tenino
tqo	I	Toaripi
tqp	I	Tomoip
tqq	I	Tunni
tqr	I	Torona
tqt	I	Western Totonac
tqu	I	Touo
tqw	I	Tonkawa
tra	I	Tirahi
trb	I	Terebu
trc	I	Copala Triqui
trd	I	Turi
tre	I	East Tarangan
trf	I	Trinidadian Creole English
trg	I	Lishán Didán
trh	I	Turaka
tri	I	Trió
trj	I	Toram
trl	I	Traveller Scottish
trm	I	Tregami
trn	I	Trinitario
tro	I	Tarao Naga
trp	I	Kok Borok
trq	I	San Martín Itunyoso Triqui
trr	I	Taushiro
trs	I	Chicahuaxtla Triqui
trt	I	Tunggare
tru	I	Turoyo
trv	I	Sediq
trw	I	Torwali
trx	I	Tringgus-Sembaan Bidayuh
try	I	Turung
trz	I	Torá
tsa	I	Tsaangi
tsb	I	Tsamai
tsc	I	Tswa
tsd	I	Tsakonian
tse	I	Tunisian Sign Language
tsg	I	Tausug
tsh	I	Tsuvan
tsi	I	Tsimshian
tsj	I	Tshangla
tsk	I	Tseku
tsl	I	Ts'ün-Lao
tsm	I	Turkish Sign Language
tsn	I	Tswana
tso	I	Tsonga
tsp	I	Northern Toussian
tsq	I	Thai Sign Language
tsr	I	Akei
tss	I	Taiwan Sign Language
tst	I	Tondi Songway Kiini
tsu	I	Tsou
tsv	I	Tsogo
tsw	I	Tsishingini
tsx	I	Mubami
tsy	I	Tebul Sign Language
tsz	I	Purepecha
tta	I	Tutelo
ttb	I	Gaa
ttc	I	Tektiteko
ttd	I	Tauade
tte	I	Bwanabwana
ttf	I	Tuotomb
ttg	I	Tutong
tth	I	Upper Ta'oih
tti	I	Tobati
ttj	I	Tooro
ttk	I	Totoro
ttl	I	Totela
ttm	I	Northern Tutchone
ttn	I	Towei
tto	I	Lower Ta'oih
ttp	I	Tombelala
ttq	I	Tawallammat Tamajaq
ttr	I	Tera
tts	I	Northeastern Thai
ttt	I	Muslim Tat
ttu	I	Torau
ttv	I	Titan
ttw	I	Long Wat
tty	I	Sikaritai
ttz	I	Tsum
tua	I	Wiarumus
tub	I	Tübatulabal
tuc	I	Mutu
tud	I	Tuxá
tue	I	Tuyuca
tuf	I	Central Tunebo
tug	I	Tunia
tuh	I	Taulil
tui	I	Tupuri
tuj	I	Tugutil
tuk	I	Turkmen
tul	I	Tula
tum	I	Tumbuka
tun	I	Tunica
tuo	I	Tucano
tuq	I	Tedaga
tur	I	Turkish
tus	I	Tuscarora
tuu	I	Tututni
tuv	I	Turkana
tux	I	Tuxináwa
tuy	I	Tugen
tuz	I	Turka
tva	I	Vaghua
tvd	I	Tsuvadi
tve	I	Te'un
tvi	I	Tulai
tvk	I	Southeast Ambrym
tvl	I	Tuvalu
tvm	I	Tela-Masbuar
tvn	I	Tavoyan
tvo	I	Tidore
tvs	I	Taveta
tvt	I	Tutsa Naga
tvu	I	Tunen
tvw	I	Sedoa
tvx	I	Taivoan
tvy	I	Timor Pidgin
twa	I	Twana
twb	I	Western Tawbuid
twc	I	Teshenawa
twd	I	Twents
twe	I	Tewa (Indonesia)
twf	I	Northern Tiwa
twg	I	Tereweng
twh	I	Tai Dón
twi	I	Twi
twl	I	Tawara
twm	I	Tawang Monpa
twn	I	Twendi
two	I	Tswapong
twp	I	Ere
twq	I	Tasawaq
twr	I	Southwestern Tarahumara
twt	I	Turiwára
twu	I	Termanu
tww	I	Tuwari
twx	I	Tewe
twy	I	Tawoyan
txa	I	Tombonuo
txb	I	Tokharian B
txc	I	Tsetsaut
txe	I	Totoli
txg	I	Tangut
txh	I	Thracian
txi	I	Ikpeng
txj	I	Tarjumo
txm	I	Tomini
txn	I	West Tarangan
txo	I	Toto
txq	I	Tii
txr	I	Tartessian
txs	I	Tonsea
txt	I	Citak
txu	I	Kayapó
txx	I	Tatana
txy	I	Tanosy Malagasy
tya	I	Tauya
tye	I	Kyanga
tyh	I	O'du
tyi	I	Teke-Tsaayi
tyj	I	Tai Do
tyl	I	Thu Lao
tyn	I	Kombai
typ	I	Thaypan
tyr	I	Tai Daeng
tys	I	Tày Sa Pa
tyt	I	Tày Tac
tyu	I	Kua
tyv	I	Tuvinian
tyx	I	Teke-Tyee
tyy	I	Tiyaa
tyz	I	Tày
tza	I	Tanzanian Sign Language
tzh	I	Tzeltal
tzj	I	Tz'utujil
tzl	I	Talossan
tzm	I	Central Atlas Tamazight
tzn	I	Tugun
tzo	I	Tzotzil
tzx	I	Tabriak
uam	I	Uamué
uan	I	Kuan
uar	I	Tairuma
uba	I	Ubang
ubi	I	Ubi
ubl	I	Buhi'non Bikol
ubr	I	Ubir
ubu	I	Umbu-Ungu
uby	I	Ubykh
uda	I	Uda
ude	I	Udihe
udg	I	Muduga
udi	I	Udi
udj	I	Ujir
udl	I	Wuzlam
udm	I	Udmurt
udu	I	Uduk
ues	I	Kioko
ufi	I	Ufim
uga	I	Ugaritic
ugb	I	Kuku-Ugbanh
uge	I	Ughele
ugh	I	Kubachi
ugn	I	Ugandan Sign Language
ugo	I	Ugong
ugy	I	Uruguayan Sign Language
uha	I	Uhami
uhn	I	Damal
uig	I	Uighur
uis	I	Uisai
uiv	I	Iyive
uji	I	Tanjijili
uka	I	Kaburi
ukg	I	Ukuriguma
ukh	I	Ukhwejo
uki	I	Kui (India)
ukk	I	Muak Sa-aak
ukl	I	Ukrainian Sign Language
ukp	I	Ukpe-Bayobiri
ukq	I	Ukwa
ukr	I	Ukrainian
uks	I	Urubú-Kaapor Sign Language
uku	I	Ukue
ukv	I	Kuku
ukw	I	Ukwuani-Aboh-Ndoni
uky	I	Kuuk-Yak
ula	I	Fungwa
ulb	I	Ulukwumi
ulc	I	Ulch
ule	I	Lule
ulf	I	Usku
uli	I	Ulithian
ulk	I	Meriam Mir
ull	I	Ullatan
ulm	I	Ulumanda'
uln	I	Unserdeutsch
ulu	I	Uma' Lung
ulw	I	Ulwa
uly	I	Buli
uma	I	Umatilla
umb	I	Umbundu
umc	I	Marrucinian
umd	I	Umbindhamu
umg	I	Morrobalama
umi	I	Ukit
umm	I	Umon
umn	I	Makyan Naga
umo	I	Umotína
ump	I	Umpila
umr	I	Umbugarla
ums	I	Pendau
umu	I	Munsee
una	I	North Watut
und	S	Undetermined
une	I	Uneme
ung	I	Ngarinyin
uni	I	Uni
unk	I	Enawené-Nawé
unm	I	Unami
unn	I	Kurnai
unr	I	Mundari
unu	I	Unubahe
unx	I	Munda
unz	I	Unde Kaili
uon	I	Kulon
upi	I	Umeda
upv	I	Uripiv-Wala-Rano-Atchin
ura	I	Urarina
urb	I	Urubú-Kaapor
urc	I	Urningangg
urd	I	Urdu
ure	I	Uru
urf	I	Uradhi
urg	I	Urigina
urh	I	Urhobo
uri	I	Urim
urk	I	Urak Lawoi'
